未領票-基隆市-仁愛區-同風里,138
民進黨-基隆市-仁愛區-文昌里,329
國民黨-基隆市-仁愛區-文昌里,250
親民黨-基隆市-仁愛區-文昌里,25
無效票-基隆市-仁愛區-文昌里,4
已領未投-基隆市-仁愛區-文昌里,0
未領票-基隆市-仁愛區-文昌里,175
民進黨-基隆市-仁愛區-新店里,206
國民黨-基隆市-仁愛區-新店里,234
親民黨-基隆市-仁愛區-新店里,17
無效票-基隆市-仁愛區-新店里,2
已領未投-基隆市-仁愛區-新店里,0
未領票-基隆市-仁愛區-新店里,156
民進黨-基隆市-中山區-新建里,271
國民黨-基隆市-中山區-新建里,263
親民黨-基隆市-中山區-新建里,23
無效票-基隆市-中山區-新建里,8
已領未投-基隆市-中山區-新建里,0
未領票-基隆市-中山區-新建里,166
民進黨-基隆市-中山區-安民里,356
國民黨-基隆市-中山區-安民里,420
親民黨-基隆市-中山區-安民里,32
無效票-基隆市-中山區-安民里,2
已領未投-基隆市-中山區-安民里,0
未領票-基隆市-中山區-安民里,248
民進黨-基隆市-中山區-安平里,295
國民黨-基隆市-中山區-安平里,333
親民黨-基隆市-中山區-安平里,18
無效票-基隆市-中山區-安平里,6
已領未投-基隆市-中山區-安平里,0
未領票-基隆市-中山區-安平里,198
民進黨-基隆市-中山區-中山里,303
國民黨-基隆市-中山區-中山里,348
親民黨-基隆市-中山區-中山里,27
無效票-基隆市-中山區-中山里,8
已領未投-基隆市-中山區-中山里,0
未領票-基隆市-中山區-中山里,301
民進黨-基隆市-中山區-民治里,256
國民黨-基隆市-中山區-民治里,330
親民黨-基隆市-中山區-民治里,35
無效票-基隆市-中山區-民治里,6
已領未投-基隆市-中山區-民治里,0
未領票-基隆市-中山區-民治里,262
民進黨-基隆市-中山區-中興里,354
國民黨-基隆市-中山區-中興里,554
親民黨-基隆市-中山區-中興里,30
無效票-基隆市-中山區-中興里,7
已領未投-基隆市-中山區-中興里,0
未領票-基隆市-中山區-中興里,383
民進黨-基隆市-中山區-仁正里,195
國民黨-基隆市-中山區-仁正里,327
親民黨-基隆市-中山區-仁正里,24
無效票-基隆市-中山區-仁正里,7
已領未投-基隆市-中山區-仁正里,0
未領票-基隆市-中山區-仁正里,248
民進黨-基隆市-中山區-健民里,410
國民黨-基隆市-中山區-健民里,444
